id,task_id,candidate_id,repetition,runner,started,success,grader_status,execution_status,termination_source,evidence_complete,accounting_complete,known_cost_usd,cost_usd,agent_seconds,trial_seconds,input_tokens,output_tokens,cache_tokens
t0001,fixture/harbor-shared,candidate,1,harbor,True,True,passed,completed,,False,False,0.000000,,4.3915522110000005,31.153278708000002,,,
t0002,fixture/pier-separate,candidate,1,pier,True,True,passed,completed,,False,False,0.000000,,4.386509218999997,54.318411260000005,,,
